"kingdom";"phylum";"class";"order";"family";"genus";"species";"speciesStatus";"allBarcodes";"ariseBarcodes";"otherBarcodes";"speciesOccurrenceStatus";"collected";"speciesLocality"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Arionidae";"Arion";"Arion hortensis";"Unwanted";"18";"2";"16";"1a";"0";"Belgium; Canada; Finland; France; Hungary; Netherlands; Spain; United Kingdom; United State of America; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Arionidae";"Arion";"Arion fuscus";"Wanted";"310";"0";"310";"0a";"0";"Austria; Bulgaria; Canada; Germany; Hungary; Norway; Poland; Slovakia"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Arionidae";"Arion";"Arion distinctus";"Unwanted";"45";"1";"44";"1a";"0";"Belgium; Canada; France; Germany; Hungary; Netherlands; Slovakia; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Arionidae";"Arion";"Arion circumscriptus";"Wanted";"2";"1";"1";"1a";"0";"Germany; Netherlands"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Agriolimacidae";"Deroceras";"Deroceras sturanyi";"Wanted";"13";"0";"13";"1a";"0";"Germany; Hungary; Italy; Poland; Slovakia"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Agriolimacidae";"Deroceras";"Deroceras reticulatum";"Unwanted";"142";"4";"138";"1a";"0";"Canada; Finland; France; Germany; Hungary; Netherlands; Poland; Slovakia; Spain; Switzerland; United Kingdom; United State of America; Unknown; Unrecoverable; Uzbekistan"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Agriolimacidae";"Deroceras";"Deroceras invadens";"Unwanted";"125";"8";"117";"2c";"3";"Argentina; Australia; Austria; Belgium; Canada; France; Germany; Hungary; Ireland; Italy; Netherlands; New Zealand; Poland; South Africa; Switzerland; United Kingdom; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Agriolimacidae";"Deroceras";"Deroceras laeve";"Unwanted";"214";"8";"206";"1a";"0";"Armenia; Canada; France; Germany; Hungary; Japan; Malaysia; Mexico; Netherlands; Poland; Slovakia; Spain; Switzerland; United Kingdom; United State of America; Unrecoverable; Vietnam"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Agriolimacidae";"Deroceras";"Deroceras agreste";"Wanted";"35";"0";"35";"1a";"0";"Canada; Finland; France; Georgia; Germany; Hungary; Italy; Poland; Slovakia; Spain; United State of America; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Xerotricha";"Xerotricha apicina";"Wanted";"4";"0";"4";"2d";"0";"France; Portugal; Spain"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Xerotricha";"Xerotricha conspurcata";"Unwanted";"13";"0";"13";"2c";"1";"Algeria; Belgium; France; Spain; Tunisia; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Trochulus";"Trochulus striolatus";"Wanted";"49";"0";"49";"1a";"0";"Canada; Germany; Pakistan; Slovakia; United Kingdom; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Trochulus";"Trochulus hispidus";"Unwanted";"199";"7";"192";"1a";"1";"Andorra; Austria; Canada; Finland; France; Germany; Netherlands; Poland; Slovakia; Spain; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Perforatella";"Perforatella incarnata";"Unwanted";"25";"3";"22";"1a";"0";"Croatia; France; Germany; Hungary; Netherlands; Poland; Slovakia; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Monacha";"Monacha cantiana";"Unwanted";"22";"9";"13";"1a";"1";"Germany; Italy; Netherlands; Slovakia; Slovenia; Spain; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Monacha";"Monacha cartusiana";"Unwanted";"25";"5";"20";"1a";"0";"France; Germany; Hungary; Netherlands; Poland; Slovakia; Spain; United Kingdom; United State of America"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Hygromia";"Hygromia cinctella";"Unwanted";"20";"12";"8";"0a";"1";"France; Germany; Hungary; Netherlands; Switzerland; United Kingdom; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Cernuella";"Cernuella virgata";"Unwanted";"91";"10";"81";"0a";"7";"Australia; Austria; Bulgaria; France; Greece; Iran; Italy; Netherlands; Romania; Spain; Tunisia; Turkiye; United Kingdom; United State of America; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Cernuella";"Cernuella neglecta";"Unwanted";"16";"3";"13";"0a";"0";"France; Germany; Italy; Netherlands; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Cernuella";"Cernuella cisalpina";"Unwanted";"30";"3";"27";"0a";"0";"Italy; Japan; Turkiye; United State of America; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Cernuella";"Cernuella aginnica";"Unwanted";"6";"3";"3";"2c";"0";"France; Netherlands; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Xeroplexa";"Xeroplexa intersecta";"Unwanted";"60";"3";"57";"1a";"4";"Canada; France; Netherlands; New Zealand; Portugal; Spain; United Kingdom; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Candidula";"Candidula unifasciata";"Unwanted";"66";"1";"65";"1a";"2";"France; Germany; Italy; Netherlands; Spain"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Backeljaia";"Backeljaia gigaxii";"Unwanted";"16";"4";"12";"1a";"0";"France; Germany; Netherlands; Portugal; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Hygromiidae";"Pseudotrichia";"Pseudotrichia rubiginosa";"Unwanted";"11";"3";"8";"1a";"2";"Germany; Hungary; Netherlands; Poland"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Helicella";"Helicella itala";"Unwanted";"23";"2";"21";"1a";"2";"Andorra; France; Germany; Netherlands; Pakistan; Spain; United Kingdom; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Daudebardia";"Daudebardia rufa";"Unwanted";"11";"1";"10";"2c";"1";"Belgium; Germany; Netherlands; North Macedonia; Poland; Slovakia; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Daudebardia";"Daudebardia brevipes";"Wanted";"2";"0";"2";"2c";"0";"Belgium; Germany"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Oxychilus";"Oxychilus navarricus";"Wanted";"4";"0";"4";"1a";"0";"France; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Oxychilus";"Oxychilus draparnaudi";"Unwanted";"34";"3";"31";"1a";"0";"Austria; Canada; France; Germany; Netherlands; Poland; South Africa; Spain; United Kingdom; United State of America; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Oxychilus";"Oxychilus cellarius";"Unwanted";"19";"3";"16";"1a";"0";"Canada; Finland; Germany; Netherlands; South Africa; Spain; United Kingdom; United State of America; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Oxychilus";"Oxychilus alliarius";"Unwanted";"19";"11";"8";"1a";"3";"Germany; Mexico; Netherlands; Poland; United Kingdom; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Gastrodontidae";"Perpolita";"Perpolita hammonis";"Unwanted";"9";"2";"7";"1a";"1";"Finland; Germany; Netherlands; Poland"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Gastrodontidae";"Aegopinella";"Aegopinella nitidula";"Unwanted";"13";"3";"10";"1a";"3";"Germany; Netherlands; Poland; Spain; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Gastrodontidae";"Aegopinella";"Aegopinella nitens";"Wanted";"3";"0";"3";"0a";"0";"France; Germany; Poland"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Gastrodontidae";"Aegopinella";"Aegopinella pura";"Unwanted";"12";"1";"11";"1a";"0";"Finland; Germany; Netherlands; Poland; Spain; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Oxychilidae";"Morlina";"Morlina glabra";"Unwanted";"14";"0";"14";"1b";"1";"Germany; North Macedonia; Poland; Romania; Slovakia; Spain"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vitrinidae";"Vitrina";"Vitrina pellucida";"Unwanted";"81";"0";"81";"1a";"2";"Canada; Finland; Georgia; Germany; Iceland; Norway; Poland; Slovakia; United State of America; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vitrinidae";"Vitrinobrachium";"Vitrinobrachium breve";"Unwanted";"11";"1";"10";"1a";"0";"Germany; Netherlands"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vitrinidae";"Eucobresia";"Eucobresia diaphana";"Unwanted";"11";"3";"8";"1a";"1";"Germany; Netherlands; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vitrinidae";"Phenacolimax";"Phenacolimax major";"Wanted";"1";"0";"1";"1a";"1";"Germany"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vertiginidae";"Vertigo";"Vertigo pusilla";"Unwanted";"14";"2";"12";"1a";"1";"Finland; Germany; Netherlands; Poland"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vertiginidae";"Vertigo";"Vertigo substriata";"Wanted";"10";"0";"10";"1a";"0";"Finland; Germany; Hungary; Slovakia; Sweden"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vertiginidae";"Vertigo";"Vertigo pygmaea";"Unwanted";"16";"0";"16";"1a";"2";"Canada; France; Germany; Hungary; Slovakia; Sweden"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vertiginidae";"Vertigo";"Vertigo moulinsiana";"Unwanted";"18";"3";"15";"1a";"1";"France; Germany; Netherlands; Poland; Slovakia"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vertiginidae";"Vertigo";"Vertigo antivertigo";"Unwanted";"17";"0";"17";"1a";"1";"Austria; France; Germany; Poland; Slovakia; Sweden"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Vertiginidae";"Vertigo";"Vertigo angustior";"Unwanted";"12";"0";"12";"1a";"4";"Austria; Germany; Poland; Slovakia; Sweden"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Truncatellinidae";"Columella";"Columella aspera";"Unwanted";"12";"8";"4";"1a";"0";"France; Germany; Netherlands; Poland"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Truncatellinidae";"Columella";"Columella edentula";"Unwanted";"26";"2";"24";"1a";"0";"Austria; Canada; Finland; Germany; Netherlands; Poland; Romania; Slovakia; United State of America"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Truncatellinidae";"Truncatellina";"Truncatellina cylindrica";"Unwanted";"4";"4";"0";"1a";"0";"Netherlands"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Valloniidae";"Vallonia";"Vallonia pulchella";"Unwanted";"31";"10";"21";"1a";"5";"Austria; Canada; Finland; Germany; Netherlands; Poland; Slovakia; United State of America; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Valloniidae";"Vallonia";"Vallonia excentrica";"Unwanted";"9";"4";"5";"1a";"0";"Finland; Netherlands; United State of America; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Valloniidae";"Vallonia";"Vallonia costata";"Unwanted";"30";"2";"28";"1a";"2";"Austria; Canada; Finland; Germany; Netherlands; Poland; Spain; United State of America"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Valloniidae";"Acanthinula";"Acanthinula aculeata";"Unwanted";"12";"6";"6";"1a";"0";"Finland; France; Netherlands; Spain"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Valloniidae";"Spermodea";"Spermodea lamellata";"Wanted";"2";"0";"2";"1a";"0";"Norway"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Succineidae";"Succinella";"Succinella oblonga";"Unwanted";"12";"0";"12";"1a";"5";"Canada; Germany; Poland; Slovakia"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Succineidae";"Succinea";"Succinea putris";"Unwanted";"174";"6";"168";"1a";"2";"Canada; Finland; Germany; Latvia; Netherlands; Poland; Slovakia; United Kingdom; United State of America; Unknown; Unrecoverable; Unspecified country"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Succineidae";"Quickella";"Quickella arenaria";"Wanted";"3";"0";"3";"1a";"0";"France; Italy"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Succineidae";"Oxyloma";"Oxyloma elegans";"Unwanted";"27";"10";"17";"1a";"2";"Germany; Netherlands; Poland; Slovakia; Spain; Sweden; Switzerland; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Succineidae";"Oxyloma";"Oxyloma sarsii";"Unwanted";"8";"2";"6";"1a";"0";"Estonia; Finland; Netherlands; Portugal; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Pupillidae";"Pupilla";"Pupilla muscorum";"Unwanted";"30";"7";"23";"1a";"1";"Austria; Canada; Finland; France; Germany; Netherlands; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Punctidae";"Punctum";"Punctum pygmaeum";"Unwanted";"19";"8";"11";"1a";"4";"Canada; Finland; France; Germany; Hungary; Netherlands; Poland; Slovakia; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Punctidae";"Paralaoma";"Paralaoma servilis";"Unwanted";"38";"8";"30";"2b";"0";"Australia; Canada; Colombia; France; Netherlands; New Zealand; Portugal; South Africa; Spain; United State of America; Unspecified country"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Pristilomatidae";"Vitrea";"Vitrea crystallina";"Unwanted";"9";"1";"8";"1a";"0";"France; Germany; Netherlands; Poland; Slovakia"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Pristilomatidae";"Vitrea";"Vitrea contracta";"Wanted";"1";"1";"0";"1a";"0";"Netherlands"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Discidae";"Gonyodiscus";"Gonyodiscus rotundatus";"Unwanted";"50";"7";"43";"1a";"0";"Finland; France; Germany; Netherlands; Poland; Slovakia; South Africa; Spain; United Kingdom; United State of America; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Limacidae";"Malacolimax";"Malacolimax tenellus";"Unwanted";"31";"3";"28";"1a";"0";"Finland; France; Germany; Italy; Netherlands; Poland; United Kingdom; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Limacidae";"Limax";"Limax maximus";"Unwanted";"35";"5";"30";"1a";"1";"Austria; Canada; Finland; France; Germany; Hungary; Netherlands; Poland; United State of America; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Limacidae";"Limax";"Limax cinereoniger";"Unwanted";"40";"2";"38";"1a";"0";"Austria; Croatia; Czechia; Finland; Germany; Hungary; Italy; Montenegro; Netherlands; Poland; Romania; Slovakia; Spain; Switzerland"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Limacidae";"Limacus";"Limacus flavus";"Unwanted";"27";"4";"23";"1a";"0";"France; Germany; Hungary; Netherlands; Poland; Slovakia; South Africa; Spain; United Kingdom; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Limacidae";"Lehmannia";"Lehmannia marginata";"Unwanted";"131";"4";"127";"1a";"0";"France; Germany; Hungary; Iceland; Ireland; Italy; Netherlands; Poland; Slovakia; Slovenia; Switzerland; United Kingdom; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Helicodiscidae";"Lucilla";"Lucilla scintilla";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Gastrodontidae";"Zonitoides";"Zonitoides nitidus";"Unwanted";"52";"6";"46";"1a";"0";"Canada; Finland; France; Georgia; Germany; Netherlands; Poland; Slovakia; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Gastrodontidae";"Zonitoides";"Zonitoides excavatus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Ferussaciidae";"Cecilioides";"Cecilioides acicula";"Unwanted";"4";"2";"2";"1a";"0";"France; Netherlands; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Euconulidae";"Euconulus";"Euconulus alderi";"Unwanted";"12";"1";"11";"0a";"2";"Andorra; Canada; Finland; Germany; Netherlands; Norway; Slovakia; United Kingdom; United State of America"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Euconulidae";"Euconulus";"Euconulus praticola";"Wanted";"0";"0";"0";"0a";"0";""
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Euconulidae";"Euconulus";"Euconulus fulvus";"Unwanted";"104";"3";"101";"1a";"0";"Canada; Finland; France; Germany; Netherlands; Poland; Slovakia; South Korea; Spain; United Kingdom; United State of America; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Enidae";"Merdigera";"Merdigera obscura";"Unwanted";"13";"2";"11";"1a";"1";"France; Germany; North Macedonia; Poland; Spain; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Cochlicopidae";"Cochlicopa";"Cochlicopa repentina";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Cochlicopidae";"Cochlicopa";"Cochlicopa lubricella";"Unwanted";"9";"2";"7";"1a";"0";"Andorra; Finland; France; Germany; Netherlands; South Africa; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Cochlicopidae";"Cochlicopa";"Cochlicopa lubrica";"Unwanted";"68";"1";"67";"1a";"2";"Armenia; Canada; Finland; France; Germany; Poland; Slovakia; South Africa; Spain; United Kingdom; United State of America; Unknown; Unrecoverable"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Cochlicella";"Cochlicella barbara";"Unwanted";"12";"0";"12";"0a";"3";"France; South Africa; Spain"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Geomitridae";"Cochlicella";"Cochlicella acuta";"Unwanted";"13";"1";"12";"0a";"1";"France; Iraq; Spain; United Kingdom; United State of America; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Macrogastra";"Macrogastra rolphii";"Unwanted";"5";"0";"5";"1a";"2";"Germany"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Macrogastra";"Macrogastra attenuata";"Unwanted";"9";"1";"8";"1a";"2";"Germany; Italy; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Clausilia";"Clausilia rugosa";"Wanted";"12";"0";"12";"1a";"0";"France; Germany; Poland; Spain"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Clausilia";"Clausilia bidentata";"Unwanted";"19";"5";"14";"1a";"4";"Finland; Germany; Netherlands; Spain; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Clausilia";"Clausilia dubia";"Wanted";"159";"0";"159";"1a";"0";"Andorra; Austria; Germany; Poland; Romania"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Alinda";"Alinda biplicata";"Unwanted";"27";"3";"24";"1a";"4";"Austria; Germany; Netherlands; Poland; Slovakia; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Balea";"Balea heydeni";"Unwanted";"3";"1";"2";"1a";"0";"France; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Balea";"Balea perversa";"Unwanted";"16";"2";"14";"1a";"1";"Finland; France; Germany; Poland; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Clausiliidae";"Cochlodina";"Cochlodina laminata";"Unwanted";"39";"3";"36";"1a";"0";"Czechia; Finland; France; Germany; Netherlands; North Macedonia; Poland; Slovakia; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Boettgerillidae";"Boettgerilla";"Boettgerilla pallens";"Unwanted";"15";"4";"11";"0a";"0";"Canada; France; Germany; Netherlands; Poland; Spain; Switzerland; United State of America; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Orculidae";"Sphyradium";"Sphyradium doliolum";"Unwanted";"9";"2";"7";"1a";"0";"Austria; Hungary; Netherlands; Poland; Slovenia; Spain; Turkiye"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Lauriidae";"Lauria";"Lauria cylindracea";"Unwanted";"15";"7";"8";"1a";"1";"France; Netherlands; South Africa; Spain; United Kingdom; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Helicodontidae";"Helicodonta";"Helicodonta obvoluta";"Unwanted";"29";"1";"28";"1a";"0";"Austria; France; Germany; Netherlands; Poland; Slovakia; Spain; Switzerland; United Kingdom"
"Animalia";"Mollusca";"Gastropoda";"Stylommatophora";"Camaenidae";"Fruticicola";"Fruticicola fruticum";"Unwanted";"18";"2";"16";"1a";"0";"Finland; Germany; Netherlands; Poland; Russia; Slovakia; Unknown"
"Animalia";"Mollusca";"Gastropoda";"";"Pyramidellidae";"Chrysallida";"Chrysallida fenestrata";"Wanted";"0";"0";"0";"4";"0";""
"Animalia";"Mollusca";"Gastropoda";"";"Pyramidellidae";"Parthenina";"Parthenina indistincta";"Wanted";"0";"0";"0";"4";"0";""
"Animalia";"Mollusca";"Gastropoda";"";"Pyramidellidae";"Parthenina";"Parthenina interstincta";"Wanted";"1";"0";"1";"1b";"0";"Norway"
"Animalia";"Mollusca";"Gastropoda";"";"Pyramidellidae";"Ondina";"Ondina divisa";"Wanted";"1";"0";"1";"1a";"0";"Norway"
"Animalia";"Mollusca";"Gastropoda";"";"Pyramidellidae";"Brachystomia";"Brachystomia eulimoides";"Priority";"0";"0";"0";"1a";"0";""
